TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
317,issf,blkbra1,avibase-avibase-8C09000A,Brant (Black),Branta bernicla nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,brant
318,form,gybbra1,avibase-avibase-0A01ABD3,Brant (Gray-bellied),Branta bernicla (Gray-bellied),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,brant
319,intergrade,brant2,avibase-avibase-C0137EBA,Brant (Dark-bellied x Black),Branta bernicla bernicla x nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,brant
320,intergrade,brant1,avibase-avibase-55742A6E,Brant (Pale-bellied x Black),Branta bernicla hrota x nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,brant
321,hybrid,x00685,avibase-avibase-AA36FA05,Snow Goose x Brant (hybrid),Anser caerulescens x Branta bernicla,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
322,species,bargoo,avibase-avibase-3163ED86,Barnacle Goose,Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
323,hybrid,x00363,avibase-avibase-F62C4CE4,Bar-headed x Barnacle Goose (hybrid),Anser indicus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
324,hybrid,x00993,avibase-avibase-E2067AC3,Emperor x Barnacle Goose (hybrid),Anser canagicus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
325,hybrid,x00994,avibase-avibase-4533AD07,Snow x Barnacle Goose (hybrid),Anser caerulescens x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
326,hybrid,x00995,avibase-avibase-87E50E54,Ross's x Barnacle Goose (hybrid),Anser rossii x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
327,hybrid,x00649,avibase-avibase-5920F623,Graylag x Barnacle Goose (hybrid),Anser anser x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
328,hybrid,x00757,avibase-avibase-B3D7F924,Greater White-fronted x Barnacle Goose (hybrid),Anser albifrons x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
329,hybrid,x00364,avibase-avibase-1384882D,Lesser White-fronted x Barnacle Goose (hybrid),Anser erythropus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
330,hybrid,x00756,avibase-avibase-F476D05F,Pink-footed x Barnacle Goose (hybrid),Anser brachyrhynchus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
331,species,cacgoo1,avibase-avibase-60214D49,Cackling Goose,Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
332,issf,alcgoo1,avibase-avibase-90B3F5BB,Cackling Goose (Aleutian),Branta hutchinsii leucopareia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cacgoo1
333,issf,ricgoo1,avibase-avibase-CB6F1CBC,Cackling Goose (Richardson's),Branta hutchinsii hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cacgoo1
334,issf,cacgoo2,avibase-avibase-C86F2A24,Cackling Goose (minima),Branta hutchinsii minima,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cacgoo1
335,issf,tacgoo1,avibase-avibase-DA8A7869,Cackling Goose (Taverner's),Branta hutchinsii taverneri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cacgoo1
336,hybrid,x00831,avibase-avibase-8CA483C6,Emperor x Cackling Goose (hybrid),Anser canagicus x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
337,hybrid,x00692,avibase-avibase-1A918933,Snow x Cackling Goose (hybrid),Anser caerulescens x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
338,hybrid,x00694,avibase-avibase-30D557E6,Ross's x Cackling Goose (hybrid),Anser rossii x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
339,hybrid,x00722,avibase-avibase-70D3B8E2,Brant x Cackling Goose (hybrid),Branta bernicla x hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
340,hybrid,x00414,avibase-avibase-82AAEE7E,Greater White-fronted x Cackling Goose (hybrid),Anser albifrons x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
341,hybrid,x00416,avibase-avibase-560220B2,Barnacle x Cackling Goose (hybrid),Branta leucopsis x hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
342,species,cangoo,avibase-avibase-B59E1863,Canada Goose,Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
343,issf,cangoo4,avibase-avibase-D44C5CFA,Canada Goose (moffitti/maxima),Branta canadensis moffitti/maxima,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cangoo
346,issf,cangoo3,avibase-avibase-90F340D4,Canada Goose (occidentalis/fulva),Branta canadensis occidentalis/fulva,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cangoo
349,issf,cangoo1,avibase-avibase-AB3F42B4,Canada Goose (canadensis Group),Branta canadensis [canadensis Group],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cangoo
353,hybrid,x00908,avibase-avibase-9193D8E8,Bar-headed x Canada Goose (hybrid),Anser indicus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
354,hybrid,swagoo3,avibase-avibase-5B8001AC,Swan x Canada Goose (hybrid),Anser cygnoides x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
355,hybrid,x00650,avibase-avibase-EEC558D4,Pink-footed x Canada Goose (hybrid),Anser brachyrhynchus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
356,hybrid,x00415,avibase-avibase-4797A222,Greater White-fronted x Canada Goose (hybrid),Anser albifrons x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
357,hybrid,x01088,avibase-avibase-C6AFAE5A,Greater White-fronted x Cackling/Canada Goose (hybrid),Anser albifrons x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
358,hybrid,x00758,avibase-avibase-EAE2CF01,Graylag x Canada Goose (hybrid),Anser anser x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
359,hybrid,x00759,avibase-avibase-4658C834,Domestic goose sp. x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
360,hybrid,x00197,avibase-avibase-09D18577,Snow x Canada Goose (hybrid),Anser caerulescens x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
361,hybrid,x00693,avibase-avibase-549FA8DA,Ross's x Canada Goose (hybrid),Anser rossii x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
362,hybrid,x00417,avibase-avibase-CC74454B,Barnacle x Canada Goose (hybrid),Branta leucopsis x canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
363,slash,y00470,avibase-avibase-C600B65C,Cackling/Canada Goose,Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
364,hybrid,y00765,avibase-avibase-60F7854D,Snow/Ross's x Cackling/Canada Goose (hybrid),Anser caerulescens/rossii x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
365,species,hawgoo,avibase-avibase-EDB18078,Hawaiian Goose,Branta sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
366,hybrid,x01139,avibase-avibase-5DB4FEBE,Barnacle x Hawaiian Goose (hybrid),Branta leucopsis x sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
367,species,rebgoo1,avibase-avibase-0D280B3F,Red-breasted Goose,Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
368,hybrid,x00939,avibase-avibase-742D4A94,Greater White-fronted x Red-breasted Goose (hybrid),Anser albifrons x Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
369,hybrid,x00996,avibase-avibase-E78D31CF,Brant x Red-breasted Goose (hybrid),Branta bernicla x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
370,hybrid,x00365,avibase-avibase-0DD359EE,Barnacle x Red-breasted Goose (hybrid),Branta leucopsis x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
371,spuh,branta1,avibase-avibase-3C33827F,Branta sp.,Branta sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
372,species,cabgoo1,avibase-avibase-CA875F31,Cape Barren Goose,Cereopsis novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
375,species,freduc1,avibase-avibase-E93960AB,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
376,species,buwgoo1,avibase-avibase-842CC0BC,Blue-winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
377,species,mutswa,avibase-avibase-694C127A,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
378,hybrid,x00366,avibase-avibase-E65EFD41,Graylag Goose x Mute Swan (hybrid),Anser anser x Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
379,species,blkswa,avibase-avibase-46B54DB1,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
380,hybrid,x01037,avibase-avibase-D3741675,Mute x Black Swan (hybrid),Cygnus olor x atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
381,species,blnswa2,avibase-avibase-B8C652E6,Black-necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
382,species,truswa,avibase-avibase-B86C504C,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
383,hybrid,x00832,avibase-avibase-61281828,Mute x Trumpeter Swan (hybrid),Cygnus olor x buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
384,species,tunswa,avibase-avibase-0BCBA6B9,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
385,issf,tunswa1,avibase-avibase-D611DD41,Tundra Swan (Whistling),Cygnus columbianus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
386,issf,bewswa1,avibase-avibase-3D8F0A76,Tundra Swan (Bewick's),Cygnus columbianus bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
387,intergrade,tunswa2,avibase-avibase-EA741351,Tundra Swan (Whistling x Bewick's),Cygnus columbianus columbianus x bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
388,hybrid,x00418,avibase-avibase-E4685940,Trumpeter x Tundra Swan (hybrid),Cygnus buccinator x columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
389,slash,y00471,avibase-avibase-A20745E9,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
390,species,whoswa,avibase-avibase-BDDB5670,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
391,hybrid,x00997,avibase-avibase-34CEECD8,Mute x Whooper Swan (hybrid),Cygnus olor x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
392,hybrid,x00419,avibase-avibase-2062BE10,Trumpeter x Whooper Swan (hybrid),Cygnus buccinator x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
393,slash,y00708,avibase-avibase-3B749155,Tundra/Whooper Swan,Cygnus columbianus/cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
394,spuh,swan1,avibase-avibase-F9EC83D6,swan sp.,Cygnus sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
395,species,cosswa1,avibase-avibase-A3A0E8FE,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
396,species,comduc2,avibase-avibase-3948131B,Knob-billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
397,species,comduc3,avibase-avibase-6C8A4060,Comb Duck,Sarkidiornis sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
398,species,harduc1,avibase-avibase-F28E3EB8,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
399,species,origoo1,avibase-avibase-FA5A25B2,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
400,species,andgoo1,avibase-avibase-BB29610F,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
401,species,uplgoo1,avibase-avibase-74FC5DAB,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
404,form,uplgoo2,avibase-avibase-0EA34F03,Upland Goose (White-breasted),Chloephaga picta (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
405,form,uplgoo3,avibase-avibase-D6BA9484,Upland Goose (Bar-breasted),Chloephaga picta (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
406,species,kelgoo1,avibase-avibase-4270502F,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
409,species,ashgoo1,avibase-avibase-E0DEB0E7,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
410,species,ruhgoo1,avibase-avibase-164A10EA,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
411,hybrid,x01120,avibase-avibase-0F6682D7,Ashy-headed x Ruddy-headed Goose (hybrid),Chloephaga poliocephala x rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
412,spuh,chloep1,avibase-avibase-699FD1BE,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
413,spuh,goose1,avibase-avibase-A0148BE3,goose sp.,Anatidae (goose sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
414,species,radshe1,avibase-avibase-13B373F3,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
417,species,egygoo,avibase-avibase-DA2F24E3,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
418,hybrid,x01177,avibase-avibase-0593D078,Knob-billed Duck x Egyptian Goose (hybrid),Sarkidiornis melanotos x Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
419,species,maushe1,avibase-avibase-E4AA60C7,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
420,species,reushe1,avibase-avibase-10D0AD82,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
421,species,rudshe,avibase-avibase-1F9D883E,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
422,hybrid,x00367,avibase-avibase-59954771,Egyptian Goose x Ruddy Shelduck (hybrid),Alopochen aegyptiaca x Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
423,species,soashe1,avibase-avibase-D9DEA77E,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
424,species,ausshe1,avibase-avibase-FF1439E4,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
425,species,parshe1,avibase-avibase-AB08E5C4,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
426,species,comshe,avibase-avibase-5EAB32D3,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
427,hybrid,x00876,avibase-avibase-6CD2E44F,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
428,species,creshe1,avibase-avibase-B2EEE0EA,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
429,species,spwgoo1,avibase-avibase-EB01B24C,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
430,issf,spwgoo2,avibase-avibase-49A14FC7,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
431,issf,spwgoo3,avibase-avibase-7711A539,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
432,species,flystd1,avibase-avibase-B3F9BB06,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
433,species,flistd1,avibase-avibase-1891E2C4,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
434,form,flistd2,avibase-avibase-6B36B319,Flightless Steamer-Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,flistd1
435,species,falstd1,avibase-avibase-13CF7E44,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
436,form,falstd2,avibase-avibase-18460B16,Falkland Steamer-Duck (Flightless),Tachyeres brachypterus (Flightless),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
437,form,falstd3,avibase-avibase-3D9DF1D5,Falkland Steamer-Duck (Flying),Tachyeres brachypterus (Flying),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
438,species,whhstd1,avibase-avibase-63180090,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
439,slash,y01376,avibase-avibase-2883706F,Flying/White-headed Steamer-Duck,Tachyeres patachonicus/leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
440,spuh,steame1,avibase-avibase-182C1ED7,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
441,species,creduc1,avibase-avibase-079F846A,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
444,species,speduc2,avibase-avibase-DB94B36F,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
445,species,musduc,avibase-avibase-8DE14046,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
446,domestic,musduc3,avibase-avibase-1FE65763,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,musduc
447,hybrid,x01045,avibase-avibase-E43DF226,Egyptian Goose x Muscovy Duck (hybrid),Alopochen aegyptiaca x Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
448,species,grnpyg1,avibase-avibase-D040868F,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
449,species,copgoo1,avibase-avibase-90AAE188,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
452,slash,y01228,avibase-avibase-CB06A50D,Green/Cotton Pygmy-Goose,Nettapus pulchellus/coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
453,species,afrpyg1,avibase-avibase-EC7C1618,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
454,species,rintea1,avibase-avibase-45C1096F,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
455,species,wooduc,avibase-avibase-27B2749A,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
456,hybrid,x00940,avibase-avibase-2B720AAF,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
457,species,manduc,avibase-avibase-E1714A09,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
458,hybrid,x00833,avibase-avibase-E8E00F2E,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
459,species,manduc1,avibase-avibase-149A8E7E,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
460,species,finduc1,avibase-avibase-B3A6E16F,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
461,species,bratea1,avibase-avibase-DDFC6B2B,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
464,hybrid,x01178,avibase-avibase-427BE9D6,Wood Duck x Brazilian Teal (hybrid),Aix sponsa x Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
465,species,bluduc1,avibase-avibase-C7FB4E76,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
468,species,torduc1,avibase-avibase-C1068510,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
